record_id,report_date,system_id,feeder_id,feeder_name,is_system_wide,saidi,saifi,caidi,maifi,customer_count,total_interruptions,total_momentary_interruptions,notes
R219,2020-12-19,SYS-CHARLOTTE-23,CLT-EAST-302,East Charlotte Feeder,false,35.3,1.11,29.7,0.62,1950,13,1,East Charlotte feeder saw minor disruptions over the winter.
R220,2021-11-30,SYS-MEMPHIS-05,,,true,54.7,1.49,37.8,,39100,71,16,"System-wide reliability report for Memphis, no major events."
R221,2023-08-27,SYS-RALEIGH-06,RAL-NORTH-045,North Raleigh Feed,false,119.2,1.54,77.3,,1712,28,5,Summer storms increased outage durations for North Raleigh feeder.
R222,2024-05-03,SYS-FORTWORTH-13,,,true,86.7,1.77,49.2,1.44,53200,129,27,Annual report highlights overall improvement in Fort Worth metrics.
R223,2021-02-24,SYS-SPOKANE-08,SPK-WEST-074,West Spokane Suburban,false,86.3,1.62,53.5,1.71,1511,25,9,Suburban outages in West Spokane attributed to tree contacts.
R224,2023-01-05,SYS-LAFAYETTE-27,,,true,78.1,0.98,54.6,0.97,24600,57,11,"Lafayette system-wide metrics, no abnormal events for the year."
R225,2022-10-21,SYS-CLEVELAND-25,,,true,0,0,0,,0,0,0,Outlier record for Cleveland system: no customers or events.
R226,2021-05-28,SYS-INDIANAPOLIS-17,IND-WEST-112,West Industrial Feed,false,194.3,2.36,82.7,0,1674,37,0,Industrial feeder in West Indianapolis experienced long outages.
R227,2022-01-13,SYS-PORTSMOUTH-24,POR-EAST-005,East Branch,false,212.6,2.54,72.3,2.09,1322,39,8,East Branch feeder outages due to ice storms in Portsmouth.
R228,2021-09-24,SYS-COLUMBUS-29,,,true,41.2,1.12,31.8,0.59,41200,48,10,Columbus reliability metrics: improvements after grid upgrades.
R229,2024-02-28,SYS-HOUSTON-30,,,true,52.9,1.23,43.5,1.28,89300,157,36,Houston system-wide: outage rates decreased following maintenance.
R230,2023-04-16,SYS-MADISON-31,MAD-NORTH-207,North Madison Rural,false,312.4,1.55,109.8,,943,15,0,North Madison rural feeder had repeat outages due to trees.
R231,2020-10-10,SYS-ATLANTA-32,ATL-SOUTH-012,Southside Urban,false,28.5,1.19,23.7,0.35,1800,11,2,Southside feeder in Atlanta reported strong reliability this year.
R232,2021-03-27,SYS-RICHMOND-33,,,true,49.6,1.44,34.5,0.71,31100,62,15,Richmond system-wide reliability metrics: no notable incidents.
R233,2022-11-08,SYS-SCRANTON-34,SCR-WEST-055,West Scranton Feed,false,67.9,1.34,50.6,0.97,1210,17,3,West Scranton feeder saw moderate interruptions in November.
R234,2022-04-04,SYS-OMAHA-35,,,true,73.2,1.19,61.7,1.08,36900,94,21,Omaha annual report: metrics reflect strong grid performance.
R235,2021-06-16,SYS-DETROIT-36,DET-EAST-115,Eastside Industrial,false,207.5,2.19,89.1,,1595,34,6,Eastside Detroit feeder impacted by grid maintenance and upgrades.
R236,2023-09-30,SYS-ALBUQUERQUE-37,,,true,58.4,0.97,39.2,1.26,28700,53,12,Albuquerque system-wide reliability report after monsoon season.
R237,2020-06-02,SYS-FRESNO-38,FRE-NORTH-027,North Fresno Feed,false,43.6,0.87,36.2,0.29,1740,12,1,North Fresno feeder performed well with few interruptions.
R238,2024-02-22,SYS-LOUISVILLE-39,,,true,85.9,1.63,52.8,1.37,64600,138,34,Louisville system-wide: winter storms led to higher interruptions.
R239,2021-01-20,SYS-GREENBAY-40,GRB-SOUTH-019,South Green Bay,false,77.8,1.28,60.9,1.1,2040,16,5,South Green Bay feeder had reliable performance over the year.
R240,2022-07-12,SYS-RENO-41,,,true,63.4,1.21,52.1,,17300,38,7,Reno system annual metrics; no significant events reported.
R241,2022-10-15,SYS-AKRON-42,AKR-EAST-021,East Akron Feed,false,54.3,0.99,55.5,0.74,1395,10,2,East Akron feeder experienced short-duration outages in October.
R242,2024-05-11,SYS-MILWAUKEE-43,,,true,74.5,1.31,57.7,1.35,55100,123,29,Milwaukee metrics: system-wide numbers meet reliability standards.
R243,2023-07-26,SYS-DALLAS-44,DAL-SOUTH-033,South Dallas Feed,false,82.5,1.42,58.2,8.29,2870,18,38,South Dallas feeder: elevated momentary interruptions after heavy storms.
R244,2022-03-05,SYS-BUFFALO-45,,,true,68.3,1.21,43.1,1.02,23200,52,8,Buffalo annual reliability metrics: no significant changes.
R245,2021-08-23,SYS-SAVANNAH-46,SAV-NORTH-023,North Savannah Feed,false,134.8,1.47,91.2,,1202,22,0,North Savannah feeder impacted by summer storms and maintenance.
R246,2023-03-12,SYS-BALTIMORE-47,,,true,83.1,1.15,62.9,1.33,46700,107,23,Baltimore system-wide: regular maintenance kept outages low.
R247,2021-12-28,SYS-CINCINNATI-48,CIN-EAST-012,East Cincinnati Feed,false,63.7,1.06,60.2,6.54,2170,16,40,East Cincinnati feeder: high momentary interruptions after ice storm.
R248,2024-01-28,SYS-KNOXVILLE-49,,,true,38.7,0.87,44.9,,19100,42,6,Knoxville system-wide metrics: new upgrades reduced outage frequency.
R249,2022-05-22,SYS-SYRACUSE-50,SYR-WEST-056,West Syracuse Feed,false,48.5,0.95,51.2,0.46,1690,13,3,West Syracuse feeder saw brief outages after lightning event.
R250,2020-09-15,SYS-TAMPA-51,,,true,55.1,1.24,45.7,0.88,27100,43,8,Tampa system-wide reliability metrics: performance stable for 2020.
R201,2021-07-12,SYS-ALBANY-04,,,true,45.9,1.17,39.2,1.2,41800,41,24,Annual system-wide summary for Albany utility showing stable performance and few major outages.
R202,2023-10-15,SYS-LAREDO-07,LAREDO-101,Central Laredo Industrial,false,189.7,2.01,94.1,1.7,1250,18,4,Feeder affected by major substation upgrade and short-term outages in October.
R203,2024-05-28,SYS-ROCHESTER-03,,,true,61.3,0.93,65,1,33500,27,13,System-wide annual report for Rochester utility showing improvement over prior year.
R204,2022-02-06,SYS-DAVIS-10,,,true,2.9,0.08,36.2,,47000,10,1,Very low interruption year for Davis system; mild weather and minimal outages.
R205,2020-11-18,SYS-MOBILE-09,MOBILE-302,Bayfront Commercial,false,82.4,0.74,57.1,8.2,1780,10,32,Feeder experienced multiple momentary interruptions due to coastal storms.
R206,2024-03-02,SYS-OMAHA-01,,,true,54.7,1.12,49,1.4,62000,51,19,System-wide performance for Omaha showing reliable service and minor weather-related events.
R207,2021-09-24,SYS-SPOKANE-05,SPOK-211,North Ridge Rural,false,248.5,1.87,132.7,,810,21,6,Rural feeder in Spokane region suffered extended outages after windstorm.
R208,2023-11-03,SYS-BEAUMONT-06,,,true,12.6,0.21,60.2,0.4,28500,13,2,Beaumont system-wide report; service remained stable with only minor outages.
R209,2022-08-21,SYS-TUSCALOOSA-02,TUS-107,University Loop,false,62.7,0.97,59.5,2,1950,14,7,Feeder with construction-related outages and some momentary disruptions near campus.
R210,2020-04-14,SYS-ELGIN-11,ELGIN-304,East Elgin Farms,false,390.2,1.53,135.2,0.9,1260,19,3,Rural feeder with aging infrastructure and above-average outage duration.
R211,2023-03-07,SYS-CANTON-08,,,true,0,0,0,,42000,0,0,Zero interruption system-wide report following extensive grid modernization.
R212,2022-06-29,SYS-MACON-13,MACON-215,Downtown Macon Commercial,false,32.1,0.59,54.4,7.9,1510,12,37,Downtown feeder with high momentary interruptions due to construction.
R213,2024-04-19,SYS-BRYAN-14,,,true,70.3,1.35,52.1,0.9,34500,36,11,"Bryan system-wide reliability, typical annual performance with minor weather events."
R214,2021-01-17,SYS-MONROE-15,MONROE-121,West Monroe Estates,false,141.6,1.07,132.4,,1005,16,5,Rural residential feeder with notable outage durations in winter period.
R215,2023-08-05,SYS-JASPER-16,,,true,23.2,0.42,55.4,0.7,27100,18,8,Jasper system-wide report; interruptions mainly from scheduled maintenance.
R216,2020-09-10,SYS-MESA-12,MESA-204,Mesa Urban Center,false,21.5,0.81,26.5,6.7,2950,13,44,Urban feeder with high momentary interruptions during summer storms.
R217,2022-04-28,SYS-PORTLAND-01,,,true,58.8,1.08,54.2,1.1,54800,45,20,"Portland system-wide results, reliability impacted by spring windstorm."
R218,2023-12-20,SYS-GADSDEN-18,GADSDEN-409,Gadsden South Rural,false,261,2.19,119.3,,920,22,7,Winter ice storm caused extended outages on rural feeder.
R219,2020-05-23,SYS-SALEM-19,SALEM-315,Salem Tech Park,false,110.2,1.19,91.3,1.5,1410,15,9,Tech park feeder interruptions linked to upgrades and new installations.
R220,2021-03-03,SYS-JEFFERSON-22,,,true,91.7,1.78,51.6,1.3,32500,47,17,"Jefferson system-wide reliability, interruptions primarily weather-related."
R221,2024-01-22,SYS-HATTIESBURG-23,HATT-105,East Hattiesburg Suburban,false,81.4,0.93,87.6,1.8,1630,13,8,Suburban feeder with increased interruptions due to equipment failures.
R222,2022-12-09,SYS-BIRMINGHAM-20,,,true,17.8,0.23,41.2,0.5,36200,16,4,Birmingham system-wide report; interruptions at historic lows.
R223,2023-06-18,SYS-FAYETTE-24,FAYETTE-327,Fayette North Rural,false,378.6,2.01,188.3,,790,17,5,Severe summer storm caused outages and high SAIDI on rural feeder.
R224,2021-05-24,SYS-PHOENIX-25,,,true,78.5,1.64,47.8,,55800,52,27,"Phoenix system-wide report, reliability affected by heatwave outages."
R225,2020-06-18,SYS-MONTGOMERY-26,MONT-208,Montgomery Historic,false,44.7,0.66,67.9,2.1,1530,11,7,"Older feeder with moderate interruption rates, mostly planned outages."
R226,2022-03-15,SYS-JACKSON-27,,,true,22.9,0.4,57.2,0.8,28900,14,7,"Jackson system-wide reliability, minor outages during spring storms."
R227,2024-02-03,SYS-TULSA-28,TULSA-110,Tulsa Metro Loop,false,26.4,0.72,36.7,7.1,3650,12,33,Urban feeder with high momentary interruptions after ice storm.
R228,2021-11-26,SYS-CHARLOTTE-29,CHAR-305,Charlotte Industrial Park,false,97.8,0.93,105.1,1.1,1535,13,8,Industrial feeder interruptions linked to equipment upgrades.
R229,2022-01-30,SYS-PADUCAH-30,,,true,13.5,0.18,75.4,,31700,11,5,"Paducah system-wide performance, few interruptions after grid upgrades."
R230,2023-02-27,SYS-AUBURN-31,AUBURN-212,Auburn East Rural,false,211.4,1.99,106.2,,685,15,2,Rural feeder impacted by flooding and extended outages.
R231,2020-08-14,SYS-PEORIA-32,PEORIA-404,Peoria Business Loop,false,69.2,1.03,66.2,6.4,2615,13,35,Business feeder with high momentary interruptions caused by severe summer weather.
R232,2021-04-06,SYS-GREENVILLE-33,,,true,30.7,0.69,44.3,1.2,24600,15,7,Greenville system-wide report; reliability metrics consistent with prior years.
R233,2022-07-22,SYS-HUNTSVILLE-34,HUNT-117,Huntsville Suburban,false,84.5,1.21,69.8,1.3,1750,14,5,Suburban feeder with minor interruptions and brief outages.
R234,2023-09-10,SYS-LITTLE-35,,,true,3.2,0.09,35.1,0.2,42100,9,2,Little Rock utility system-wide report; lowest interruption year on record.
R235,2020-02-19,SYS-BATON-36,BATON-118,Baton Rouge North,false,56.1,0.89,62.9,7.5,3190,11,41,Feeder with high momentary interruptions following severe weather.
R236,2021-06-17,SYS-TOPEKA-37,,,true,38.2,0.97,39.3,0.9,31200,17,7,Topeka system-wide annual reliability report; few major events recorded.
R237,2022-10-23,SYS-MURFREESBORO-38,MURF-303,Murfreesboro Rural,false,320.6,2.09,153.3,,1040,18,5,Fall windstorm caused extended outages on rural feeder.
R238,2024-05-12,SYS-VALDOSTA-39,,,true,46.5,1.14,40.7,1.5,27200,20,10,Valdosta system-wide report; performance slightly improved from last year.
R239,2021-12-03,SYS-NEWNAN-40,,,true,0,0,0,,25500,0,0,Zero outage report for Newnan system after major infrastructure upgrades.
R240,2023-04-30,SYS-ODESSA-41,ODESSA-319,Odessa South Feeder,false,38.8,0.92,42.1,6.2,1550,10,36,High momentary interruptions on suburban feeder following severe weather.
R241,2022-05-13,SYS-MIDLAND-42,MIDLAND-210,Midland Commercial,false,59.4,1.11,53.6,1.5,2240,12,9,Commercial feeder interruptions linked to new development and infrastructure changes.
R242,2020-07-07,SYS-FLINT-43,,,true,67.2,1.27,53,1,25900,24,15,"Flint system-wide reliability, stable annual performance with moderate weather events."
R243,2021-02-02,SYS-BRYANT-44,BRYANT-221,Bryant Estates Rural,false,273.5,2.03,134.7,,890,16,4,Winter storm caused above-average outage durations on rural feeder.
R244,2023-07-23,SYS-TYLER-45,,,true,77.8,1.48,52.7,1.3,30600,41,14,Tyler system-wide reliability report; summer storms caused increased interruptions.
R245,2024-03-18,SYS-MCALLEN-46,MCALLEN-311,McAllen North Feeder,false,19.6,0.67,29.2,6.9,2680,11,38,Feeder experienced increased momentary interruptions after spring rainstorms.
R246,2021-08-13,SYS-ABILENE-47,,,true,16.9,0.38,44.7,0.5,21300,9,3,"Abilene system-wide reliability, minimal outages recorded during summer."
R247,2022-11-22,SYS-TEMPLE-48,TEMPLE-406,Temple Urban Center,false,29.4,0.7,42,7.2,3580,13,39,Urban feeder with high momentary interruptions due to equipment upgrades.
R248,2020-05-01,SYS-LUBBOCK-49,,,true,81.3,1.59,51.1,1.2,35500,46,18,Lubbock system-wide report; reliability metrics typical for region.
R249,2023-03-16,SYS-ODESSA-41,ODESSA-211,Odessa North Feeder,false,53.8,1.04,51.7,1.6,2320,12,7,Northern feeder with moderate interruptions and stable performance.
R250,2021-10-11,SYS-TYLER-45,,,true,0,0,0,,29700,0,0,Zero interruption system-wide report for Tyler following major upgrades.
R201,2021-03-14,SYS-BOSTON-06,,,true,18.6,1.1,16.9,0.9,22800,41,7,"Annual reliability summary for Boston Metro electric system, focusing on urban performance metrics."
R202,2023-06-09,SYS-OMAHA-03,OMAHA-NORTH-101,North Industrial Parkway,false,72.3,1.7,42.5,1.2,1840,19,4,"Feeder affected by construction and scheduled upgrades throughout the year, moderate reliability impact."
R203,2022-11-17,SYS-SPOKANE-04,,,true,33.7,1.3,25.9,0.7,18000,55,12,"System-wide performance report for Spokane region, highlights improved outage response metrics."
R204,2020-07-23,SYS-FRESNO-09,FRESNO-EAST-008,East Valley Substation,false,188.5,2.4,76.3,2.5,1300,31,6,"Rural feeder with aging infrastructure and moderate storm impact, above average interruption duration."
R205,2023-10-29,SYS-TULSA-02,TULSA-WEST-011,Westside Commerce,false,43.2,0.8,54,1.9,2890,18,2,"West Tulsa feeder with stable reliability, minor increase in momentary events due to equipment upgrades."
R206,2024-02-08,SYS-PHOENIX-11,,,true,12.4,0.6,20.7,0.3,37500,22,10,"Phoenix citywide reliability metrics, low SAIDI and SAIFI reflecting proactive maintenance."
R207,2021-09-30,SYS-PORTLAND-04,PORTLAND-SOUTH-150,South Waterfront Loop,false,65.9,1.3,51.8,7.2,2100,15,36,High momentary interruption rate for South Waterfront feeder due to autumn storms and heavy winds.
R208,2022-01-14,SYS-DENVER-07,,,true,28.1,0.9,32.2,1.1,42000,37,14,Denver city annual reliability report; low interruption frequency and improved restoration times.
R209,2023-03-27,SYS-DETROIT-13,DETROIT-EAST-124,Eastside Greenfield,false,104.7,2.2,48.2,1,3200,26,7,Feeder experienced multiple scheduled outages for equipment replacement; reliability improved post-project.
R210,2022-09-10,SYS-JACKSON-05,,,true,23.5,0.8,29.4,,15000,29,11,Jackson city system-wide reliability; null MAIFI due to missing momentary event data for this period.
R211,2020-05-21,SYS-SEATTLE-02,SEATTLE-QUEEN-020,Queen Anne Residential,false,24.1,0.7,32.6,0.7,1850,12,4,Queen Anne feeder serving residential district with low outage frequency and short restoration times.
R212,2021-07-18,SYS-KNOXVILLE-08,,,true,92.2,1.6,56.5,1.6,31900,60,19,"Knoxville system reliability, moderate increase in SAIDI due to late summer thunderstorms."
R213,2023-05-03,SYS-SAVANNAH-10,SAVANNAH-COAST-019,Coastal Pines,false,186.2,2.7,68.5,1.6,900,33,5,Feeder impacted by coastal storms; elevated SAIDI and SAIFI observed in spring months.
R214,2024-01-12,SYS-MILWAUKEE-01,,,true,41.3,1.2,34.6,,49500,49,18,Milwaukee city system-wide reliability report; momentary interruption data unavailable for Q1.
R215,2021-10-16,SYS-TAMPA-12,TAMPA-NORTH-023,North Tampa Oaks,false,79.7,1.9,41.9,1.3,2360,22,9,"North Tampa feeder, moderate reliability, affected by tree trimming and planned outages."
R216,2022-05-05,SYS-COLUMBUS-14,,,true,14.9,0.5,19.6,0.7,23100,17,8,"Columbus system reliability, low SAIDI and SAIFI values mark strong grid performance."
R217,2021-08-11,SYS-TUCSON-05,TUCSON-SUNSET-077,Sunset Ranch,false,54.3,1,55.8,2.9,1450,13,8,Rural Tucson feeder with above-average momentary interruptions following monsoon season.
R218,2020-02-26,SYS-HOUSTON-11,,,true,76.1,1.4,53,1.2,63800,101,31,"Houston region annual report, strong performance despite increased system demand and summer heat."
R219,2024-04-01,SYS-CINCINNATI-09,CINCINNATI-EAST-201,East Ridge Estates,false,93,1.8,51.7,1.1,3070,24,6,"East Ridge Estates feeder, reliability impacted by spring storms and vegetation management."
R220,2023-01-07,SYS-MOBILE-06,,,true,29.8,1,26.9,0.5,15700,27,6,"Mobile system-wide performance, steady reliability with minor seasonal disruptions."
R221,2024-03-06,SYS-LASVEGAS-02,LASVEGAS-STRIP-213,Las Vegas Strip North,false,47.2,0.9,52.4,6.7,3900,17,41,"Las Vegas Strip North feeder, elevated momentary interruptions due to high tourist season and grid stress."
R222,2021-02-02,SYS-MEMPHIS-07,,,true,8.5,0.4,20,,19500,13,,Memphis system reliability summary; null momentary interruption data for Q1 due to reporting error.
R223,2022-10-20,SYS-MINNEAPOLIS-10,MINNEAPOLIS-WEST-009,West Lakeview,false,66.8,1.4,49.6,1.3,1780,15,8,"West Lakeview feeder, typical urban reliability metrics, minor increase in interruptions during autumn."
R224,2023-09-15,SYS-ALBUQUERQUE-03,,,true,51.6,1.5,35.9,1.6,21300,38,16,"Albuquerque electric system annual summary, moderate reliability with planned network expansion."
R225,2022-06-11,SYS-KANSASCITY-05,KANSASCITY-CITY-099,City Center Plaza,false,28.9,0.6,48.3,1.2,960,9,3,"City Center Plaza feeder, reliable urban distribution with low outage frequency."
R226,2024-05-11,SYS-LOUISVILLE-04,,,true,36.5,1.1,33.2,0.9,27200,34,12,"Louisville system-wide reliability report, continued trend of low-duration outages."
R227,2021-11-28,SYS-AUSTIN-14,AUSTIN-NORTH-134,North Shoal Creek,false,112.7,1.6,70.4,2.1,2270,19,5,"North Shoal Creek feeder, increased SAIDI due to multiple weather events this year."
R228,2023-04-18,SYS-INDIANAPOLIS-02,,,true,62,1.7,36.7,,30500,47,20,"Indianapolis system-wide reliability, momentary interruptions not recorded due to short reporting window."
R229,2022-12-07,SYS-ORLANDO-13,ORLANDO-EAST-077,East Pine Estates,false,81.4,1.9,44.6,1.4,2530,21,7,"East Pine Estates feeder, reliability affected by summer storms and vegetation-related outages."
R230,2020-09-12,SYS-SANANTONIO-09,,,true,27.2,0.7,25.1,0.5,16600,19,5,"San Antonio system-wide metrics, improvement observed in outage frequency and restoration time."
R231,2024-06-15,SYS-CHICAGO-10,CHICAGO-WEST-141,West Fulton Park,false,53.8,1.2,44.8,7.9,3150,14,42,"West Fulton Park feeder, high momentary interruption rate attributed to frequent wind events."
R232,2023-08-04,SYS-RICHMOND-07,,,true,58.5,1.3,44.3,1.3,37600,53,13,"Richmond annual reliability report, stable metrics with minor increases in momentary interruptions."
R233,2022-03-23,SYS-CHARLOTTE-08,CHARLOTTE-SOUTH-098,South End Business,false,48.1,1.1,43.7,1,2980,13,6,"South End Business feeder, typical urban performance with low-duration outages."
R234,2021-04-02,SYS-BALTIMORE-06,,,true,38.9,1.2,32.4,0.6,18300,24,7,"Baltimore system-wide report, low SAIDI and SAIFI attributed to enhanced grid monitoring."
R235,2023-12-17,SYS-NASHVILLE-05,NASHVILLE-CENTRAL-125,Central Music Row,false,64.2,1.3,49,1.4,2370,12,5,"Central Music Row feeder, reliability improved following substation maintenance and upgrades."
R236,2021-06-22,SYS-SALTLAKE-02,,,true,16.7,0.6,27.9,0.4,13400,13,4,"Salt Lake City system-wide, reliability metrics indicate lower-than-average interruptions."
R237,2020-12-20,SYS-CLEVELAND-09,CLEVELAND-SOUTH-102,South Edgewater,false,128.1,2.3,55.7,1.8,1300,21,8,"South Edgewater feeder, reliability affected by winter storms and aging grid infrastructure."
R238,2024-01-20,SYS-NEWARK-14,,,true,24.5,0.8,26.7,,22800,18,7,"Newark city system-wide reliability, momentary interruption data not reported for January period."
R239,2022-08-09,SYS-SANJOSE-11,SANJOSE-DOWNTOWN-088,Downtown Market,false,19.7,0.6,32.7,1,950,8,3,"Downtown Market feeder, urban reliability metrics, low outage duration and frequency."
R240,2021-12-10,SYS-ELPASO-14,,,true,46.4,1.1,42.3,1.1,29000,30,13,"El Paso system-wide reliability summary, metrics stable across winter season."
R241,2023-07-21,SYS-RALEIGH-03,RALEIGH-WEST-101,Westview Farms,false,170.5,2.6,65.6,1.7,1270,34,9,"Westview Farms feeder, high SAIDI due to severe summer storms and equipment failures."
R242,2022-04-28,SYS-HARTFORD-07,,,true,17.9,0.7,22.9,0.6,15900,14,5,"Hartford system-wide reliability, low outage frequency and short restoration times."
R243,2024-02-21,SYS-TULSA-08,TULSA-DOWNTOWN-042,Downtown Financial,false,36.3,0.7,51.8,6.2,2750,14,39,"Downtown Financial feeder, elevated momentary interruptions due to increased commercial activity."
R244,2023-11-14,SYS-MADISON-02,,,true,39.5,1.2,33.7,1.1,24800,28,10,"Madison system-wide reliability, stable metrics reported for annual performance."
R245,2022-07-08,SYS-TUCSON-09,TUCSON-EAST-021,East Valley Estates,false,93.6,1.9,49.2,1.6,2590,21,8,"East Valley Estates feeder, reliability impacted by summer storms and vegetation outages."
R246,2021-05-14,SYS-STLOUIS-10,,,true,15.2,0.6,23.8,0.4,17800,11,3,"St. Louis system-wide reliability report, low metrics due to enhanced preventive maintenance."
R247,2024-05-28,SYS-SEATTLE-08,SEATTLE-BALLARD-055,Ballard Locks,false,50.2,1,50.2,7.2,3120,13,40,"Ballard Locks feeder, high momentary interruption rate linked to summer construction projects."
R248,2021-01-30,SYS-PITTSBURGH-06,,,true,93.7,1.8,53.2,1.7,23400,41,13,"Pittsburgh system-wide reliability, above-average SAIDI influenced by winter outages."
R249,2022-02-17,SYS-OMAHA-10,OMAHA-SOUTH-127,South Market Loop,false,78.2,1.5,52.1,1.5,2080,15,7,"South Market Loop feeder, reliability impacted by supply upgrades and minor equipment failures."
R250,2023-06-25,SYS-BOSTON-15,,,true,19.3,0.6,21.4,0.7,24800,13,4,"Boston Metro electric system annual summary, continued trend of low outage metrics."
R251,2024-03-19,SYS-AUSTIN-16,,,true,42.8,0.9,48.2,1.1,25300,30,11,"Annual reliability report for Austin regional system, reflecting improvements in outage response."
R301,2021-02-18,SYS-AUSTIN-12,,,true,34.2,0.98,34.9,1.1,34700,87,15,"Annual reliability metrics for Austin region, urban coverage, weather-related events included."
R302,2023-03-09,SYS-MOBILE-07,MOBILE-102,Downtown Main,false,61.7,1.3,47.5,0.9,1200,19,4,Downtown feeder experienced interruptions mainly due to line maintenance activities.
R303,2022-05-14,SYS-MESA-04,,,true,23.6,1.02,23.1,,19000,41,13,"Mesa system-wide reliability statistics, routine service year."
R304,2024-01-02,SYS-TULSA-16,TULSA-215,Eastside Industrial,false,154.2,2.2,79.3,1.7,1800,31,7,"Feeder with high industrial load, upgrades scheduled after repeated outages."
R305,2023-07-26,SYS-BOSTON-22,,,true,55.6,1.14,48.6,1.6,53000,109,34,"Boston utility annual report, summer weather led to higher momentary interruptions."
R306,2022-09-10,SYS-OMAHA-13,OMAHA-301,North Farms,false,311.9,1.65,116.2,2.5,790,27,8,Aging infrastructure and rural location contributed to high outage durations.
R307,2020-12-02,SYS-WACO-09,,,true,11.8,0.51,23.1,0.2,16500,22,5,"Waco system reliability report, lowest interruption year on record."
R308,2022-06-28,SYS-DENVER-10,DENVER-054,South Metro,false,92.3,1.19,77.6,,3600,18,2,"South Metro feeder, impacted by severe thunderstorms in June."
R309,2021-09-17,SYS-TOLEDO-33,,,true,15.9,0.87,18.2,0.4,11800,16,7,"Toledo system-wide metrics, urban area with low outage frequency."
R310,2023-04-11,SYS-YAKIMA-07,YAKIMA-118,West Ridge,false,64.7,1.01,64.1,0.7,2300,21,5,West Ridge feeder experienced multiple short outages after spring storms.
R311,2024-01-29,SYS-CHATTANOOGA-15,,,true,21.5,0.87,24.7,,15900,25,6,"Chattanooga city-wide annual metrics, low momentary event count."
R312,2023-11-17,SYS-ROCHESTER-06,ROCHESTER-207,Lakeview Estates,false,227.1,1.96,115.9,2.9,1590,39,9,"Lakeview Estates rural feeder, aging lines and tree contact incidents."
R313,2020-07-15,SYS-ALBUQUERQUE-08,,,true,46.8,1.24,44.2,0.7,26500,52,15,"Albuquerque utility annual summary, minor weather-related outages."
R314,2022-08-20,SYS-GREENVILLE-18,GREENVILLE-046,Maple Grove,false,87.5,1.39,63,,2640,17,6,"Feeder Maple Grove, interruptions due to planned maintenance in August."
R315,2021-06-13,SYS-ELPASO-19,,,true,11.2,0.68,16.5,0.5,9600,12,5,"El Paso urban system, strong reliability performance in 2021."
R316,2023-10-24,SYS-MADISON-03,MADISON-088,Elm Street,false,105.3,2.8,37.6,6.1,4110,24,36,High momentary interruption rate in Elm Street feeder due to fall wind events.
R317,2021-11-05,SYS-COLUMBUS-21,,,true,64.4,1.21,53.2,,22400,79,18,"Columbus system-wide, increased outages due to regional windstorm."
R318,2023-05-21,SYS-RIVERSIDE-11,RIVERSIDE-021,Central Commercial,false,55.8,1.07,52.2,5.7,1540,15,32,"Commercial feeder, high momentary interruptions after equipment failure."
R319,2022-03-17,SYS-MONTANA-23,,,true,98.1,1.46,67.2,2,40700,142,29,"Montana utility annual report, rural coverage, winter weather impacts."
R320,2020-11-24,SYS-BIRMINGHAM-24,BIRMINGHAM-305,Oak Hill,false,156.4,1.81,86.4,,1120,31,7,"Oak Hill feeder, rural area, multiple sustained interruptions due to aging poles."
R321,2023-08-31,SYS-CHARLOTTE-14,,,true,22.7,0.92,24.7,1.2,17300,34,10,"Charlotte system, typical reliability year, some momentary events after thunderstorms."
R322,2024-03-13,SYS-PORTLAND-02,PORTLAND-223,Garden District,false,73.9,0.97,76.2,1.5,2020,18,6,"Garden District feeder, spring outage events, lines affected by vegetation."
R323,2021-05-04,SYS-NEWARK-17,,,true,44.1,1.03,42.8,0.6,21400,46,11,"Newark utility reliability summary, urban feeders show low sustained interruptions."
R324,2022-10-12,SYS-MILWAUKEE-05,MILWAUKEE-185,Riverbend,false,54.3,0.67,81,0.4,1530,13,3,"Riverbend feeder, interruptions due to equipment upgrades."
R325,2023-02-19,SYS-SPOKANE-20,,,true,27.4,0.94,29.2,,12200,23,8,"Spokane city-wide reliability, mild winter season, low outage rates."
R326,2021-07-08,SYS-LEXINGTON-25,LEXINGTON-019,Sunrise Loop,false,69.8,1.27,54.9,,1340,16,4,"Sunrise Loop feeder, summer outages following transformer failures."
R327,2020-08-11,SYS-MINNEAPOLIS-01,,,true,17.2,0.83,20.8,0.3,8700,13,4,"Minneapolis reliability metrics, below-average outage year."
R328,2022-05-29,SYS-SAVANNAH-26,SAVANNAH-309,Magnolia Park,false,194.7,1.74,122.9,1.8,990,37,10,"Magnolia Park feeder, repeated outages from heavy rains and high winds."
R329,2024-02-14,SYS-MEMPHIS-27,,,true,62.3,1.09,57.2,1.3,30100,103,21,"Memphis system-wide report, above-average momentary interruptions after ice storm."
R330,2021-08-19,SYS-JACKSON-28,JACKSON-078,River Street,false,86.9,1.09,79.7,0.7,2500,19,6,"River Street feeder, interruptions linked to power line repairs."
R331,2020-05-22,SYS-NEWORLEANS-29,,,true,38.5,0.95,40.6,,14900,36,9,"New Orleans city-wide reliability, low sustained interruptions."
R332,2022-11-10,SYS-HARTFORD-30,HARTFORD-201,Pine Hill,false,69.2,1.58,43.8,0.8,2100,14,4,"Pine Hill feeder, interruptions due to substation upgrades and maintenance."
